"ETHNOLOGUE 16 ed                         "						
"Language Name"	"iso"	"Classification"	"No. of Speakers"	"Latitude"	"Longitude"	"Misc."
"Wiradhuri"	"wrh"	31	-2005	-34	146	
"Wangaaybuw-Ng"	"wyb"	31	12	-31.75	145.5	
"Awabakal"	"awk"	21	-1	-32.9	151.29	
"Worimi"	"kda"	31	-1	-31.55	151.63	
"Kuku-Yalanji"	"gvn"	21	240	-16	145	3
"Djangun"	"djf"	3	-2005	-16.92	144.83	
"Muluridyi"	"vmu"	3	-2005	-17.17	145.25	
"Yanyuwa"	"jao"	21	52	-16.42	137.17	2
"Dyaabugay"	"dyy"	21	3	-16.75	145.58	
"Yidiny"	"yii"	31	12	-17	145.75	
"Yugambal"	"yub"	21	-1	-28.05	152.98	
"Dhurga"	"dhu"	21	-1	-35.67	150	
"Thurawal"	"tbh"	31	-1	-34.5	150.5	
"Ngunawal"	"ng0"	31	-1	-36.25	148.77	
"Darrkinyung"	"da0"	21	-1	-32.93	150.68	
"Dhangu"	"dhg"	21	350	-12.67	136.75	23
"Yan-nhangu"	"jay"	41	40	-12.08	134.92	
"Dayi"	"dax"	31	70	-12.92	136.17	
"Djambarrpuyng"	"djr"	41	450	-12.17	135.5	
"Dhuwal"	"duj"	4	3650	-12.67	136	
"Gumatj"	"gnn"	41	300	-12.5	135.5	3
"Gupapuyngu"	"guf"	4	450	-12.25	135.5	35
"Ritarungo"	"rit"	41	94	-12.83	135.5	
"Djinba"	"djb"	31	60	-12.92	135	
"Djinang"	"dji"	41	120	-12.33	134.83	
"Colac"	"cx0"	21	-1	-38.2	143.3	
"Wathawurrung"	"wt0"	3	-1	-38	144	
"Woiwurrung"	"wr0"	31	-1	-37.3	145.3	
"Warrnambool"	"wx0"	31	-1	-38.15	142.3	
"Djadjala"	"dd0"	31	-1	-35.82	142.03	
"Madimadi"	"mm0"	4	-1	-34.5	143.5	
"Wembawemba"	"ww0"	4	-1	-35.33	144	
"Bunganditj"	"bn0"	31	-1	-36.5	140.5	
"Yorta yorta"	"yy0"	21	-1	-35.25	145.5	
"Kayardild"	"gyd"	22	0	-17.05	139.5	"         (Tangkic)"
"Ganggalida"	"gcd"	3	-2005	-17.33	138.83	
"Nyangga"	"nny"	3	-2005	-16.83	138	
"Tiwi"	"tiw"	12	1830	-11.5	131	"  2      (OTHERS)"
"Ngurmbur"	"nrx"	12	-2005	-12.83	132.5	
"Umbugarla"	"umr"	21	-2005	-13	132	
"Djingili"	"jig"	12	10	-17.75	134	
"Gudanji"	"nji"	21	3	-15.43	134.42	
"Wambaya"	"wmb"	21	12	-18.67	135.75	
"Gambera"	"gma"	12	-2005	-14.08	126	
"Kwini"	"gww"	21	50	-14.25	126.67	
"Miwa"	"vmi"	2	-2005	-14.17	127.17	
"Wunambal"	"wub"	21	20	-14.83	125.5	
"Ngarinyin"	"ung"	21	82	-16.33	126	64
"Wilawila"	"wil"	2	-2005	-15.08	126.67	
"Worora"	"unp"	21	20	-15.67	124.67	
"Amarag"	"amg"	12	5	-12	132.83	
"Margu"	"mhg"	21	1	-11.08	132.58	
"Garig-Ilgar"	"ilg"	21	-2003			
"Iwaidja"	"ibd"	31	150	-11.5	132.67	
"Maung"	"mph"	31	240	-11.92	133.5	
"Manangkari"	"znk"	3	-1			
"Wurrugu"	"wur"	31	-1			
"Tasmanian"	"tz0"	3	-1			"         TASMANIAN"
"T (OyB-Pit)"	"tx0"	11	-1			
"EC Inuktitut"	"ike"	3	14000	62	-73	"         ESKIMO-ALEUT"
"WC"	"ikt"	3	4000	63	-92	
"G"	"kal"	3	57800	64	-51	
"NA Inupiatun"	"esi"	3	0	67	-161	
"NWA"	"esk"	3	2420	67	-160	
"PG Yupik"	"ems"	21	76	57	-157	
"C"	"esu"	41	16900	59.5	-160	
"CS"	"ess"	31	1130	63.5	-170.5	
"N"	"ynk"	4	75	66	-172	
"S"	"ysr"	4	-1997	64.5	-173.58	
"Aleut"	"ale"	12	490	54	-166	
"N"	"hdn"	3	45	54	-132.5	"         NA-DENE (HAIDA)"
"S"	"hax"	2	10	53.17	-132	
"Tlingit"	"tli"	13	1430	59	-135	"  3      (Tl)"
"K Apache"	"apk"	22	18	34.33	-98.42	"         (ATHAPASKAN-EYAK)"
"J"	"apj"	51	680	36.58	-104	
"L"	"apl"	7	2	33.33	-105.5	
"M-C"	"apm"	7	1800	33.25	-108	
"W"	"apw"	6	12693	33.75	-110	
"Navajo"	"nav"	7	148530	36.17	-108	
"Beaver"	"bea"	41	300	57	-120	
"Sekani"	"sek"	6	35	56	-124	
"Babine"	"bcr"	51	500	54.83	-126.75	
"S Carrier"	"caf"	7	500	53.33	-124	
"Carrier"	"crx"	7	2060	53.75	-123.5	
"Chilcotin"	"clc"	61	1140	52	-124	3
"Han"	"haa"	51	14	65	-141.5	
"Gwichin"	"gwi"	61	800	67	-146	
"Dene"	"chp"	51	9030	59	-106	
"Dogrib"	"dgr"	6	2110	63	-115	3
"N Slavey"	"scs"	7	1030	67	-125	
"S"	"xsl"	7	2890	60	-120	
"Sarsi"	"srs"	51	50	52.5	-116	
"Degexitan"	"ing"	41	25	62	-160	
"Holikachuk"	"hoi"	51	12	62.67	-160	
"Koyukon"	"koy"	61	100	65	-155	
"Hupa"	"hup"	41	8	41.08	-123.67	
"Kato"	"ktw"	61	-2000	39.67	-123.67	
"Mattole"	"mvb"	71	-1930	40.17	-124.17	
"Wailaki"	"wlk"	71	-1927			
"Chetco"	"ctc"	51	5	42.67	-124.25	
"Coquille"	"coq"	7	-1964			
"Tolowa"	"tol"	7	4	41.83	-124	
"Tututni"	"tuu"	7	10			
"Chasta Costa"	"xxo"	7	-1			
"Galice"	"gce"	71	-1963	43	-121	
"Kaska"	"kkz"	41	400	60	-128.58	
"Tagish"	"tgx"	5	2	60.08	-134.83	
"Tahltan"	"tht"	5	35	58	-131	
"Ahtena"	"aht"	41	35	62	-145	
"Tanaina"	"tfn"	51	75	62	-150	
"U Tanana"	"tau"	41	24	63	-142.5	
"L"	"taa"	6	30	65	-150	
"Tanacross"	"tcb"	6	35	63.5	-143.5	
"U Kuskokwim"	"kuu"	51	40	63	-157	
"S Tutchone"	"tce"	41	200	61	-137	
"N"	"ttm"	5	200	63	-137	
"Tsetsaut"	"txc"	41	-1930			
"Eyak"	"eya"	32	-2008	60.5	-145	
"Haisla"	"has"	3	25	54	-128.75	"         WAKASHAN"
"Heiltsuk"	"hei"	21	300	52	-127.5	
"Kwakiutl"	"kwk"	21	270	51	-127	
"Makah"	"myh"	12	-2002	48.33	-124.67	
"Nootka"	"noo"	21	200	49.67	-126.67	
"Quileute"	"qui"	3	10	47.92	-124.25	"         CHIMAKUAN"
"Chimakum"	"cmk"	11	-1	48.08	-122.92	
"Bella Coola"	"blc"	3	20	52.5	-126.67	"         SALISHAN"
"Halcomelem"	"hur"	12	225	49.5	-122.5	
"Nooksak"	"nok"	21	-1988			
"Comox"	"coo"	21	400	50.17	-125	
"Pentlatch"	"ptw"	31	-1940			
"Sechelt"	"sec"	31	40	49.5	-123.8	
"Squamish"	"squ"	21	15	49.67	-123.17	1
"Clallam"	"clm"	21	10	48.08	-123.75	
"St Salish"	"str"	31	20	48.75	-123.25	
"Lushootseed"	"lut"	21	60	48	-122	
"Skagit"	"ska"	3	100	48.5	-122	
"SPS Salish"	"slh"	3	107	47.25	-122.5	
"Snohomish"	"sno"	3	10	47.83	122	
"Twana"	"twa"	31	-1980	47.67	-122.75	
"Lillooet"	"lil"	12	200	50.75	-122	
"Shuswap"	"shs"	31	500	52	-120	
"Thompson"	"thp"	3	720	49.75	-121.75	
"Columbia-Wen"	"col"	21	75	47.5	-120	
"Coeur d'Alen"	"crd"	31	5	47.25	-116.5	
"Kalis Pend"	"fla"	31	64	48	-117	
"Okanagan"	"oka"	31	512	49.5	-118.5	
"Spokane"	"spo"	3	50	47.67	-117.75	
"Tillamook"	"til"	12	-1970	45.33	-123.75	
"L Chehalis"	"cea"	12	-2000	46.67	-124	
"U"	"cjh"	31	-2000	46.58	-123	
"Cowlitz"	"cow"	31	-2000	46.3	-122.25	
"Quinault"	"qun"	21	-2000	47.2	-124	
"Kutenai"	"kut"	3	12	49.5	-116	"         Ku"
"Coos"	"csz"	3	1	43.5	-124.17	"         PENUTIAN (OREGON COAST)"
"Siuslaw"	"sis"	32	-1	44	-124	
"Alsea"	"aes"	32	-1940	44.67	-123.92	
"Kalapuya"	"kyl"	23	-1970	44.5	-123	"         (Ka)"
"Takelma"	"tkm"	23	-1	42.5	-123	"         (Ta)"
"Gitxsan"	"git"	13	1330	55.33	-127.75	"  1      (TSIMSHIAN)"
"Nisgaa"	"ncg"	2	920	55	-130	1
"Tsimshian"	"tsi"	2	930	52.5	-129	3
"Chinook"	"chh"	12	12	46.25	-123.5	"  21     (CHINOOKAN)"
"Wasco-Wishra"	"wac"	21	69	45.5	-122.5	
"Klamath-Modo"	"kla"	12	1	42.5	-121.5	"         (Kl)"
"Nez Perce"	"nez"	22	200	46	-116	"         (SAHAPTIAN)"
"Umatilla"	"uma"	31	50	45.67	-118.5	
"Walla Walla"	"waa"	3	100	46.5	-120	
"Tenino"	"tqn"	3	200	44.75	-121.5	
"Yakima"	"yak"	3	3000	46.17	-120.75	
"Wintu"	"wit"	12	5	41	-122.5	"         (Wi)"
"NW Maidu"	"mjd"	12	4	39.5	-121.5	"         (MAIDUAN)"
"Val Maidu"	"vmv"	2	-1			
"NE"	"nmu"	21	2	40	-120.67	
"Nisenan"	"nsz"	21	1	39	-121	
"S Ohlone"	"css"	12	-1955	36.83	-121.5	"         (UTIAN)"
"N"	"cst"	41	-1800			
"Karkin"	"krb"	41	-1955			
"Bay Miwok"	"mkq"	32	-1			
"Pl"	"pmw"	51	1	38	-121	
"CS"	"csm"	51	12	38	-120.33	
"NS"	"nsq"	61	6	38.33	-120.67	
"SS"	"skd"	61	7	37.5	-120	
"Co"	"csi"	41	-1970	38.33	-123	
"La"	"lmw"	51	2	38.92	-122.67	
"Yokuts"	"yok"	22	78	36.08	-119.08	"         (Yo)"
"Molale"	"mbe"	12	-1	44.5	-122.5	"         (Mo)"
"Seri"	"sei"	3	900	29	-112	"  3      (Se)"
"Esselen"	"esq"	2	-1	36.25	-121.75	"         HOKAN (Es)"
"Cochimi"	"coj"	22	-1820	26.33	-111.6	"         (YUMAN)"
"Cocopa"	"coc"	31	350	32.33	-115	
"Kumiai"	"dih"	41	330	32.17	-116.5	
"Kiliwa"	"klb"	31	28	31.33	-115.67	
"Mohave"	"mov"	31	75	34.67	-114.58	
"Maricopa"	"mrc"	4	160	33.17	-113.17	
"Quechan"	"yum"	4	150	32.83	-114.33	
"Hav-Wal-Yav"	"yuf"	31	1693	35.5	-113.75	
"Paipai"	"ppi"	3	300	29.72	-115.12	
"Chimariko"	"cid"	12	-1	41	-123	"         (Ch)"
"E Pomo"	"peb"	22	-1	39	-122.67	"         (POMOAN)"
"NE"	"pef"	41	-2000	39.33	-122.5	
"N"	"pej"	51	-1994	39.33	-123.5	
"Kashaya"	"kju"	51	45	38.67	-123.33	
"S Pomo"	"peq"	6	1	38.67	-123.17	
"C"	"poo"	6	4	39	-123.33	
"SE"	"pom"	31	5	39	-122.5	
"Yana"	"ynn"	22	-1917	40.5	-122	"         (Ya)"
"Achumawi"	"acv"	22	16	41.5	-121	"         (PALAIHNINAN)"
"Atsugewi"	"atw"	51	3	40.75	-121	
"Shasta"	"sht"	42	-1	41.83	-122.67	"         (Sh)"
"Karok"	"kyh"	33	10	41.67	-123	"         KAROK"
"Washo"	"was"	13	10	39.25	-120	"         WASHO"
"Tol"	"jic"	3	350	14.67	-87	"  3      TOL"
"Salinan"	"sln"	3	-1	36	-121	"         Sa"
"Barbareno"	"boi"	3	-1	34.5	-120.25	"         CHUMASH"
"Cruzeno"	"crz"	11	-1	34.02	-119.72	
"Ineseno"	"inz"	11	-1	34.67	-120.25	
"Obispeno"	"obi"	11	-1	35.16	-120.4	
"Purisimeno"	"puy"	11	-1			
"Ventureno"	"veo"	11	-1	34.16	-119.17	
"Wappo"	"wao"	3	-2000	38.5	-122.5	"         YUKI"
"Yuki"	"yuk"	12	-2000	39.67	-123.5	
"Hopi"	"hop"	3	5264	36	-110	"         UTO-AZTECAN"
"Comanche"	"com"	22	200	33.5	-101.5	
"Timbisha"	"par"	4	20	37	-117	
"Shoshoni"	"shh"	4	2910	41	-114	
"Kawaiisu"	"xaw"	31	5	36	-117.5	
"Ute-S Paiute"	"ute"	4	1984	37.83	-113.33	
"Mono"	"mnr"	31	39	38	-119	
"N Paiute"	"pao"	4	1631	42	-118	
"Cahuilla"	"chl"	22	14	33.5	-116.25	
"Cupeno"	"cup"	51	-2000	33.17	-116.5	
"Luiseno"	"lui"	41	35	33.33	-117.17	
"Serrano"	"ser"	31	1	34.5	-117	
"Tubatulabal"	"tub"	22	6	36	-118.33	
"HP Nahuatl"	"azz"	12	125000	19.67	-97.5	1
"Gu"	"ngu"	5	150000	18	-99.5	2
"EH"	"nhe"	5	410000	21.83	-98.17	2
"IM"	"nhx"	5	20000	18.25	-94.83	
"Co"	"naz"	5	1400	18.33	-99.75	
"CH"	"nch"	5	200000	21.33	-98.97	2
"NP"	"ncj"	5	60000	20	-98.25	2
"Mi"	"ncl"	5	3000	18.5	-103	21
"CP"	"ncx"	5	16000	18.83	-98.33	
"Ta"	"nhc"	5	-2005	18.27	-93.02	
"Tet"	"nhg"	5	3500	19.67	-99	214
"ZAT"	"nhi"	5	17100	19.92	-98	
"Tl"	"nhj"	5	108	19.92	-97.83	
"IC"	"nhk"	5	5144	18	-94.58	
"Mo"	"nhm"	5	18700	18.42	-99	2
"C"	"nhn"	5	40000	19	-98.42	
"IP"	"nhp"	5	7000	18.25	-94.75	
"Hu"	"nhq"	5	7000	19.33	-97.17	
"SEP"	"nhs"	5	92000	18.33	-97	
"Om"	"nht"	5	433	16.67	-98.33	
"Tem"	"nhv"	5	311	19.17	-99.75	
"wH"	"nhw"	5	400000	21.25	-99.25	2
"NO"	"nhy"	5	9000	18.08	-97.08	
"SM"	"nhz"	5	2472	18.58	-97.5	
"Du"	"nln"	5	1300	22.67	-104.5	
"Or"	"nlv"	5	120000	18.83	-96.83	
"Tl"	"nuz"	5	1548	18.42	-99.5	
"SN"	"nsu"	5	38000			
"Cl"	"nci"	5	-2	19.72	-96.97	
"Pochutla"	"nx0"	5	0	15.75	-96.5	
"Pipil"	"ppl"	4	20	13.83	-89.58	
"Mayo"	"mfy"	22	40000	26	-108	3
"Yaqui"	"yaq"	4	14620	27.5	-110.25	3
"Opata"	"opt"	41	15	29.17	-109.67	
"ST Cora"	"cok"	32	7000	22.5	-104.75	
"EN"	"crn"	4	8000	22.17	-104.83	14
"Huichol"	"hch"	41	20000	22	-104	3
"Huarijio"	"var"	32	2840	27.75	-108.67	5
"W Tarahumara"	"tac"	4	39800	27.5	-108	3
"C"	"tar"	5	55000	27.75	-107.75	
"SE"	"tcu"	5	0	26.23	-106.77	
"N"	"thh"	5	300	28.37	-107.87	
"SW"	"twr"	5	100	26.87	-108	
"N Tepehuan"	"ntp"	32	6200	26.33	-107	1
"Tohono Oodha"	"ood"	4	9600	32	-112	
"Pima Bajo"	"pia"	4	1000	29	-111	
"SE Tepehuan"	"stp"	4	10600	23	-104.5	14
"Tepecano"	"tep"	5	-1970	21.75	-104.75	
"SW Tepehuan"	"tla"	5	8700	22.8	-104.75	
"Tubar"	"tbu"	32	-1980	27	-108	
"Kiowa"	"kio"	3	1092	37	-99	"         KIOWA TANOAN"
"Jemez"	"tow"	31	1301	35.83	-107	
"Tewa"	"tew"	11	1298	35.83	-110.42	
"Piro"	"pie"	21	-1900			
"N Tiwa"	"twf"	31	927	36.5	-105.5	
"S"	"tix"	3	1631	35	-106.33	
"Zuni"	"zun"	3	9651	35.08	-108.83	"         Zun"
"Catawba"	"chc"	3	-1960	35.5	-80.5	"         SIOUAN"
"Mandan"	"mhq"	11	6	46.5	-102.5	
"Iowa-Oto"	"iow"	31	-1996	40.5	-96	
"Assiniboine"	"asb"	41	250	50.25	-103.42	
"Dakota"	"dak"	5	19280	45	-93.5	
"Lakota"	"lkt"	5	6390	43.83	-101.83	
"Stoney"	"sto"	5	2300	53.75	-116.5	
"Kansa"	"ksk"	41	19	36.17	-97	
"Omaha-Ponca"	"oma"	5	85	42	-97.25	
"Osage"	"osa"	5	5	37	-94	
"Quapaw"	"qua"	5	34	36.17	-94.42	
"Ho-Chunk"	"win"	41	11	43.5	-88.5	
"Crow"	"cro"	21	4280	47	-108	
"Hidatsa"	"hid"	31	100	47	-102.5	
"Biloxi"	"bll"	21	-1934	30.5	-88.67	
"Ofo"	"ofo"	41	-1909	36.03	-89.39	
"Tutelo"	"tta"	31	-1982	37.67	-78.75	
"E Keres"	"kee"	3	4580	35.42	-106.67	"         KERES"
"W"	"kjq"	1	3391	34.92	-107.58	
"Alabama"	"akz"	3	100	32.33	-87.42	"         MUSKOGEAN"
"Koasati"	"cku"	21	200	34.83	-85.17	
"Muskogee"	"mus"	21	4300	34	-85	
"Mikasuki"	"mik"	21	400	32	-85	
"Choctaw"	"cho"	11	11400	32.25	-88.5	
"Chickasaw"	"cic"	2	1000	34	-88	
"Kitsai"	"kii"	3	-1940	31.83	-96.5	"         CADDOAN"
"Arikara"	"ari"	31	20	45.5	-100.5	
"Pawnee"	"paw"	4	20	41	-98.67	
"Wichita"	"wic"	21	3	33.33	-97.33	
"Caddo"	"cad"	11	25	33.33	-93.5	
"Tonkawa"	"tqw"	3	-1950	30.25	-96.75	"         Ton"
"Coahuilteco"	"xo0"	3	-1			"         Coa"
"Comecrudo"	"xcm"	3	-1900	24	-97.5	"         Com"
"Karankawa"	"zkk"	3	-1			"         Kar"
"Timucua"	"tjm"	3	-1850	30.25	-82.5	"         Tim"
"Atakapa"	"aqp"	3	-1	30	-93.5	"         GULF (Ata)"
"Chitimacha"	"ctm"	13	-1940	29.67	-91	"         (Cht)"
"Natchez"	"ncz"	13	-1	31.75	-91.33	"         (Nat)"
"Tunica"	"tun"	13	-1	32.67	-91	"         (Tun)"
"Yuchi"	"yuc"	3	50	35.75	-86.75	"         Yuc"
"Mohawk"	"moh"	3	3760	43.5	-74.25	"         IROQUOIAN"
"Oneida"	"one"	41	250	43	-75.67	
"Onondaga"	"ono"	31	90	42.75	-76.17	
"Seneca"	"see"	4	175	42.5	-77.5	
"Cayuga"	"cay"	5	60	42.75	-76.75	
"Wyandot"	"wya"	21	-1961	44.33	-77.5	
"Tuscarora"	"tus"	21	11	36	-77.5	
"Nottoway"	"ntw"	31	-1958			
"Susquehannoc"	"sqn"	11	-1763			
"Cherokee"	"chr"	12	16400	35.5	-83.5	
"SE Cree"	"crj"	3	7306	51	-74	"         ALGIC"
"NE"	"crl"	4	5308	54	-78	
"Mo"	"crm"	4	4500	51	-80.83	
"Pl"	"crk"	4	34100	54	-110	
"Sw"	"csw"	4	4500	56	-95	
"Wo"	"cwd"	4	35000	57	-99	
"Montagnais"	"moe"	4	8483	52	-65	
"Naskapi"	"nsk"	4	1177	56	-70	
"Atikamekw"	"atj"	4	5000	48	-74	
"Kickapoo"	"kic"	31	1120	42.25	-84	
"Mesquakie"	"sac"	3	250	43	-83	
"Menomini"	"mez"	31	39	45.5	-88.33	
"Miami"	"mia"	31	-1989	40	-90	
"Algonquin"	"alq"	31	2430	46	-77	
"Chippewa"	"ciw"	4	5000	47	-89	
"NW Ojibwa"	"ojb"	4	20000	50	-94	
"C"	"ojc"	4	8000	48	-83.5	
"E"	"ojg"	4	25885	46	-80	
"W"	"ojw"	4	10000	51.42	-97.5	
"Se"	"ojs"	4	10500	53	-90	
"Ottawa"	"otw"	4	7100	42.83	-82.67	
"Potawatomi"	"pot"	31	1300	44.5	-85	
"Shawnee"	"sjw"	31	200	40	-83	
"E Abenaki"	"aaq"	21	-1995	45	-68.67	
"W"	"abe"	3	5	44	-72.25	
"Unami"	"unm"	31	-2000	40	-75.17	
"Munsee"	"umu"	3	7	41.5	-74.67	
"Malec-Passam"	"pqm"	31	2060	45	-67	
"Micmac"	"mic"	31	9290	45	-63	
"Moh-Mon-Narr"	"mof"	31	-1908	41.55	-72	
"Nanticoke"	"nnt"	3	-1856	38	-76.25	
"Powhatan"	"pim"	31	-1624	37.33	-76.5	
"Wampanoag"	"wam"	31	-1900	42.5	-71	
"Lumbee"	"lmz"	21	-1			
"Carolina Alg"	"crr"	21	-1			
"Mahican"	"mjy"	21	-1908	42.67	-73.5	
"Piscataway"	"psy"	21	-1			
"Arapaho"	"arp"	21	1038	40	-103	
"Gros Ventre"	"ats"	4	10	48.5	-109	
"Nawathinehen"	"nwa"	4	-1			
"Blackfoot"	"bla"	31	4600	50	-112.67	
"Cheyenne"	"chy"	31	1721	47	-95	
"Wiyot"	"wiy"	12	-1962	40.83	-124.17	
"Yurok"	"yur"	12	12	41.33	-124	
"Beothuk"	"bue"	3	-1829	48	-57	"         Beo"
"G Amuzgo"	"amu"	3	23000	16.83	-98	"  1      OTO-MANGUEAN"
"SPA"	"azg"	2	4000	16.67	-98.03	1
"I"	"azm"	2	940	16.67	-98	
"Chiapanec"	"cip"	12	17	17.32	-92.63	
"Chorotega"	"cjr"	21	-1850	11.07	-85.63	
"Co Chinantec"	"cco"	12	2000	17.58	-96.42	1
"Oj"	"chj"	2	22000	18.08	-96.33	
"Q"	"chq"	2	8000	17.58	-96.67	1
"Oz"	"chz"	2	5000	17.67	-96.17	
"Le"	"cle"	2	2000	17.33	-95.92	4
"La"	"cnl"	2	10500	17.58	-95.92	4
"Tepe"	"cnt"	2	2000	17.83	-96.5	1
"P"	"cpa"	2	25000	18.83	-96.75	1
"Ch"	"csa"	2	1000	17.92	-96.17	
"S"	"cso"	2	5800	17.75	-96.67	1
"Tepi"	"cte"	2	3000	17.58	-96	
"Tl"	"ctl"	2	2000	17.83	-96.58	1
"U"	"cuc"	2	9000	17.92	-96.5	1
"VN"	"cvn"	2	1500	17.75	-96.33	
"Teu Cuicatec"	"cut"	12	3690	17.83	-96.83	1
"Tep"	"cux"	4	8500	17.83	-96.83	1
"WJ Mixtec"	"jmx"	31	25000	17.33	-98.25	
"Yut"	"mab"	4	1800	17.03	-97.3	
"Amo"	"mbz"	4	10000	16.62	-96.45	1
"It"	"mce"	4	1082	16.83	-97.6	
"SLM"	"mdv"	4	4000	16.95	-97.67	
"SWT"	"meh"	4	7340	17.23	-97.62	
"Ata"	"mib"	4	8300	17	-97.75	1
"O"	"mie"	4	6500	17.17	-97.75	1
"SMG"	"mig"	4	14453	17.05	-97.57	1
"Chay"	"mih"	4	30000	16.42	-97.83	
"Chi"	"mii"	4	1600	18.67	-98.17	
"P"	"mil"	4	13417	17.08	-96.92	1
"Ala"	"mim"	4	22226	17.25	-98.58	1
"PN"	"mio"	4	20000	16.33	-98	1
"AA"	"mip"	4	7866	17.63	-97.13	
"SP"	"mit"	4	1330	18.17	-97.17	1
"Ca"	"miu"	4	848	17.78	-97.77	
"Mix"	"mix"	4	9000	17.3	-97.85	
"Ayu"	"miy"	4	8500	16.92	-99.17	
"Co"	"miz"	4	5000	18.08	-96.58	1
"SJC"	"mjc"	4	13500	16.5	-98	1
"Sil"	"mks"	4	18717	17.5	-98.17	1
"Yos"	"mpm"	4	5000	16.92	-97.58	
"Tl"	"mqh"	4	0	17.03	-96.98	1
"Tu"	"mtu"	4	817	16.13	-97.63	
"Tid"	"mtx"	4	550	17.33	-97.38	
"Yuc"	"mvg"	4	515	17.25	-97.43	
"NWO"	"mxa"	4	2500	17.83	-98	2
"Te"	"mxb"	4	6200	17.63	-97.83	
"H"	"mxs"	4	4000	16.9	-97.15	
"Ja"	"mxt"	4	10000	16.25	-97.83	1
"Me"	"mxv"	4	46648	17.08	-98.33	
"SEN"	"mxy"	4	7000	17.23	-97.03	1
"SMZ"	"mza"	4	6000	16.75	-98	
"Ju"	"vmc"	4	16000	17.35	-98.03	
"Ix"	"vmj"	4	5500	16.55	-97.67	
"Mit"	"vmm"	4	1800	17.18	-97.23	
"So"	"vmq"	4	322	17.57	-97.33	
"Tam"	"vmx"	4	2500	17.18	-97.03	
"Alc"	"xta"	4	10000	17.33	-98.42	
"Chaz"	"xtb"	4	2477	18.17	-97.67	
"DT"	"xtd"	4	4200	17.27	-97.35	1
"Sini"	"xti"	4	1300	17.15	-97.57	
"SJT"	"xtj"	4	570	17.18	-97.53	
"Tij"	"xtl"	4	3559	17	-97.52	
"MP"	"xtm"	4	7350	17.28	-97.58	
"NT"	"xtn"	4	14000	17.35	-97.68	
"SMP"	"xtp"	4	448	17.03	-97.28	
"Sind"	"xts"	4	138	17.25	-97.83	
"Tac"	"xtt"	4	585	16.88	-97.52	
"Cu"	"xtu"	4	2600	17.93	-96.78	
"Yol"	"xty"	4	2540	16.83	-98.67	
"Co Triqui"	"trc"	21	30000	17.17	-97.92	1
"SMI"	"trq"	3	2000	17.07	-97.9	1
"Ch"	"trs"	3	6000	17.17	-97.83	1
"Chichimeca-J"	"pei"	12	200	21.67	-100.5	
"C Pame"	"pbs"	22	4350	22	-99.5	2
"N"	"pmq"	3	5616	22	-99.67	2
"S"	"pmz"	3	-1	20.97	-99.33	
"S Matlatzinc"	"mat"	22	0	19.17	-99.92	
"A"	"ocu"	3	75	18.92	-99.67	
"C Mazahua"	"maz"	21	350000	19.42	-99.92	1
"M"	"mmc"	4	17500	19.75	-100.25	1
"I Otomi"	"otz"	3	736	19.08	-97.92	
"M"	"ote"	4	100000	20.17	-99.17	
"Ti"	"otl"	4	400	19.17	-99.42	
"EH"	"otm"	4	49300	20.67	-98.83	4
"Ten"	"otn"	4	10000	20.33	-98.33	
"Q"	"otq"	4	33000	20.08	-100.08	
"EM"	"ots"	4	10000	19.58	-99.67	4
"Tem"	"ott"	4	37000	19.42	-99.5	4
"Tex"	"otx"	4	12000	20.58	-98.42	
"Chochotec"	"coz"	12	770	17.67	-97.42	
"M Popoloca"	"pbe"	3	2000	18.17	-97.5	
"C"	"pbf"	4	500	18.25	-97.83	
"SIA"	"pca"	4	4000	18.37	-98.03	
"SMT"	"pls"	4	5000	18.55	-97.63	1
"SJA"	"poe"	4	5000	18.17	-96.42	1
"SFO"	"pow"	4	3000	18.37	-97.93	2
"SLT"	"pps"	4	4729	18.63	-97.47	
"Ixcatec"	"ixc"	21	119	17.83	-97.17	
"SJT Mazatec"	"maa"	21	21100	18.17	-96.92	1
"JD"	"maj"	3	24200	18.08	-96.5	1
"C"	"maq"	3	2500	17.75	-96.92	1
"H"	"mau"	3	82200	18.25	-96.83	
"I"	"mzi"	3	10600	18.17	-96.58	
"S"	"vmp"	3	27600	18.25	-96.33	
"A"	"vmy"	3	3700	18.02	-96.73	
"M"	"vmz"	3	10900	18	-96.92	
"EH Chatino"	"cly"	12	2000	16.25	-97.17	1
"T"	"cta"	3	4000	16.17	-97.58	1
"WH"	"ctp"	3	12000	16.25	-97.25	1
"Za"	"ctz"	3	1000	16.17	-97.33	
"N"	"cya"	3	11000	16.08	-97.17	1
"Ze"	"czn"	3	8000	16.5	-97.5	2
"SJ Zapotec"	"zaa"	21	4000	17.5	-96.58	1
"SJG"	"zab"	3	28550	16.9	-96.47	1
"Oc"	"zac"	3	15000	17.7	-97.32	1
"Ca"	"zad"	3	5000	17.15	-96.23	1
"Yar"	"zae"	3	2900	17.38	-96.62	1
"Ay"	"zaf"	3	876	16.67	-96.83	
"I"	"zai"	3	85000	16.42	-95	1
"Mia"	"zam"	3	1000	16.05	-97.22	2
"Oz"	"zao"	3	6500	16.1	-96.3	
"Al"	"zaq"	3	3400	17.42	-96.68	1
"R"	"zar"	3	29246	17.47	-96.3	4
"SDA"	"zas"	3	5500	17	-96.25	1
"Ta"	"zat"	3	2000	17.28	-96.18	1
